z,vz,Rcyl,phi,vRcyl,vphi,age,mass,feh,oh,ch,mgh,ofe,cfe,mgfe,IsMigratorInt
0.035,5.215,0.03,337.993,-155.902,78.58,0.143,6754.6,0.416,0.846,0.839,0.559,0.43,0.423,0.143,0
0.066,2.459,0.937,303.89,53.554,267.439,3.091,7689.102,0.048,0.51,0.395,0.287,0.461,0.347,0.238,0
-0.299,-183.774,0.88,116.236,154.669,325.523,6.064,4698.631,-0.272,0.184,0.032,0.008,0.456,0.305,0.281,0
0.055,-64.176,1.196,308.963,59.431,261.914,1.734,5101.033,0.198,0.668,0.577,0.421,0.47,0.379,0.223,0
0.042,-405.834,0.291,276.598,-86.321,166.008,8.246,5401.507,-0.432,-0.028,0.007,-0.177,0.404,0.438,0.255,0
0.012,-358.228,0.207,315.799,-21.469,-100.371,9.562,5746.406,-0.557,-0.084,-0.289,-0.246,0.472,0.268,0.311,0
0.121,-5.721,2.027,72.353,-48.635,284.35,4.175,9650.04,0.121,0.582,0.515,0.346,0.461,0.394,0.226,0
-0.011,26.707,2.893,124.903,-43.079,305.354,0.838,5048.29,0.132,0.603,0.505,0.359,0.472,0.374,0.227,0
-0.469,-270.637,0.427,55.433,19.864,354.024,8.994,5118.791,-0.534,-0.069,-0.294,-0.232,0.465,0.24,0.301,0
0.303,-98.887,2.433,68.215,143.379,211.512,1.827,8945.946,0.161,0.627,0.534,0.383,0.466,0.373,0.222,0
-0.365,-8.172,0.522,194.354,101.279,-289.52,5.448,5156.489,-0.103,0.37,0.245,0.174,0.473,0.348,0.277,0
0.083,-42.305,2.465,44.981,-366.112,121.246,11.009,5129.39,-1.089,-0.57,-0.819,-0.74,0.52,0.271,0.349,0
-0.083,46.578,9.167,103.046,-170.79,195.414,2.522,4881.653,-0.044,0.419,0.281,0.205,0.463,0.325,0.249,1
0.397,-47.852,1.228,309.097,-9.23,245.067,5.139,5269.359,-0.073,0.367,0.235,0.175,0.44,0.308,0.248,0
0.162,17.393,4.928,270.162,34.976,237.623,4.87,6658.959,-0.078,0.373,0.223,0.18,0.451,0.301,0.258,1
-0.24,-128.642,0.258,56.078,-37.63,100.038,6.991,7000.809,-0.224,0.178,0.095,0.01,0.402,0.319,0.235,0
0.472,-47.238,8.232,82.717,-117.739,104.354,6.775,4474.867,-0.432,0.011,-0.163,-0.155,0.443,0.269,0.277,0
0.004,114.266,1.124,226.665,-113.155,186.995,3.683,4738.014,0.046,0.5,0.376,0.284,0.454,0.33,0.238,0
0.227,7.496,7.599,80.603,57.063,248.866,0.255,7305.595,0.117,0.59,0.496,0.343,0.473,0.379,0.226,0
-0.042,211.762,0.417,114.247,49.001,47.907,2.892,6934.429,0.19,0.639,0.578,0.391,0.449,0.389,0.202,0
-0.182,134.254,0.519,41.306,-81.301,76.819,12.569,4972.139,-1.753,-1.155,-1.626,-1.331,0.598,0.127,0.423,0
-0.063,41.737,4.648,177.223,100.184,215.9,4.22,4869.056,-0.026,0.424,0.295,0.218,0.45,0.321,0.244,0
0.081,-38.267,6.217,274.99,80.774,199.081,1.924,10774.501,0.114,0.582,0.492,0.339,0.468,0.378,0.225,0
0.047,-83.431,4.132,210.481,-26.319,277.237,4.888,7030.654,-0.169,0.282,0.118,0.096,0.452,0.287,0.266,0
-0.249,76.785,1.671,149.068,35.064,296.405,3.504,7760.393,0.106,0.556,0.452,0.331,0.45,0.346,0.225,0
-0.177,75.545,0.431,248.394,41.044,111.443,5.587,5898.65,0.059,0.504,0.398,0.3,0.444,0.339,0.241,0
0.222,116.822,3.566,141.711,-46.773,229.133,4.592,6170.031,-0.046,0.401,0.256,0.203,0.447,0.302,0.249,0
0.455,-41.116,2.764,214.863,-151.995,142.448,6.809,4925.752,-0.279,0.146,-0.015,-0.022,0.424,0.264,0.257,0
-0.43,123.549,4.16,356.551,-54.775,50.892,6.173,5035.386,-0.26,0.195,0.038,0.02,0.455,0.298,0.281,0
0.006,0.746,1.014,12.478,16.596,221.588,1.03,7280.761,0.254,0.7,0.649,0.437,0.445,0.395,0.183,0
-0.332,-8.54,5.73,355.349,-9.94,-16.661,11.813,4536.743,-1.643,-1.143,-1.418,-1.318,0.5,0.225,0.325,1
-0.18,-46.97,8.67,153.708,-126.692,202.869,3.986,6819.787,-0.18,0.275,0.124,0.081,0.455,0.304,0.261,0
0.065,-75.576,0.629,191.194,-50.99,127.719,7.254,5743.899,-0.282,0.158,0.027,-0.007,0.44,0.309,0.275,0
-0.222,-41.909,0.336,202.598,-63.712,-86.349,7.25,5076.719,-0.231,0.209,0.135,0.04,0.44,0.365,0.271,0
0.402,-110.114,2.122,106.602,-88.02,154.585,6.177,4901.646,-0.186,0.277,0.168,0.094,0.462,0.354,0.279,0
0.047,-0.259,1.138,359.227,-81.578,262.659,1.121,5244.346,0.229,0.684,0.623,0.424,0.454,0.394,0.195,0
0.224,-43.577,0.823,178.984,-194.495,426.603,4.118,7634.51,-0.111,0.34,0.181,0.145,0.45,0.292,0.255,1
-0.463,116.941,5.16,23.273,-10.235,175.149,2.566,13508.308,-0.11,0.35,0.204,0.143,0.461,0.315,0.253,1
-0.299,-12.382,2.053,19.105,202.333,188.295,7.596,5687.903,-0.339,0.13,-0.021,-0.034,0.468,0.318,0.305,0
0.328,154.208,1.874,227.368,41.849,251.149,4.731,10964.141,0.029,0.474,0.358,0.267,0.445,0.329,0.238,0
0.103,128.339,0.067,305.251,67.677,-8.525,1.906,6552.382,0.248,0.678,0.61,0.426,0.43,0.362,0.178,0
0.269,-138.255,2.231,177.619,-184.331,-4.434,7.692,4448.57,-0.417,0.034,-0.146,-0.128,0.451,0.271,0.289,0
0.458,-240.629,0.817,257.064,206.704,171.219,7.706,4691.267,-0.447,-0.013,-0.2,-0.176,0.434,0.247,0.271,0
0.291,44.907,0.808,221.945,115.28,215.435,2.205,6241.429,0.132,0.576,0.492,0.335,0.444,0.359,0.203,0
0.063,-217.367,0.657,13.393,64.878,223.01,7.274,4412.882,-0.323,0.133,-0.049,-0.032,0.456,0.274,0.291,0
-0.089,-5.833,0.813,18.895,-186.555,407.264,6.742,4954.827,-0.318,0.124,-0.036,-0.044,0.441,0.282,0.273,1
0.07,67.305,0.794,23.282,306.842,291.993,10.357,5215.198,-0.671,-0.194,-0.44,-0.36,0.478,0.231,0.311,0
-0.066,-19.606,1.835,298.052,-1.163,281.135,0.556,7391.401,0.279,0.725,0.687,0.456,0.446,0.407,0.176,0
-0.018,38.407,0.544,138.077,-290.892,-10.207,6.398,5453.137,-0.216,0.25,0.088,0.074,0.466,0.305,0.291,0
-0.355,34.807,7.522,299.556,141.422,159.92,5.056,11071.976,-0.203,0.251,0.075,0.068,0.453,0.277,0.271,0
-0.306,68.27,1.668,342.351,80.556,324.957,7.473,4943.391,-0.394,0.049,-0.128,-0.114,0.443,0.266,0.279,0
0.017,-80.78,2.022,158.663,-10.874,275.547,3.206,5396.999,0.138,0.593,0.5,0.36,0.455,0.361,0.222,0
-0.201,6.917,4.892,6.108,222.42,229.19,4.604,5599.03,-0.212,0.236,0.074,0.049,0.448,0.286,0.261,1
0.267,-135.669,0.339,33.194,15.687,-120.885,4.686,5855.069,0.116,0.553,0.45,0.336,0.437,0.334,0.22,0
-0.399,-364.029,0.583,113.325,57.783,-68.064,8.371,5450.87,-0.508,-0.024,-0.248,-0.188,0.484,0.26,0.32,0
-0.446,-35.881,1.029,244.763,149.299,156.552,3.034,5499.685,0.161,0.612,0.533,0.372,0.451,0.373,0.212,0
0.024,65.936,0.893,220.361,300.724,-91.602,8.751,4311.338,-0.505,-0.033,-0.263,-0.197,0.472,0.242,0.309,0
0.156,255.571,0.548,174.976,-235.733,51.3,9.292,5220.045,-0.497,-0.018,-0.216,-0.18,0.479,0.281,0.317,0
-0.153,281.9,0.482,37.284,-101.413,154.529,10.372,4736.641,-0.663,-0.174,-0.45,-0.341,0.489,0.213,0.322,0
-0.066,131.401,0.663,4.069,33.447,-116.755,8.564,5035.007,-0.499,-0.024,-0.211,-0.185,0.475,0.288,0.313,0
-0.317,-27.485,1.333,321.579,-231.09,270.827,10.013,4562.547,-0.722,-0.252,-0.446,-0.415,0.47,0.276,0.307,0
-0.037,-13.601,7.604,169.084,-51.116,268.876,0.147,12273.403,0.105,0.575,0.485,0.328,0.47,0.38,0.223,0
-0.407,29.102,1.761,220.531,24.813,322.848,1.489,4719.992,0.104,0.571,0.475,0.329,0.467,0.371,0.225,1
-0.049,-98.988,4.476,19.396,92.453,145.847,4.662,5753.146,-0.119,0.335,0.18,0.144,0.454,0.298,0.262,0
-0.226,78.037,1.041,231.625,-7.614,-6.48,6.793,4270.282,-0.273,0.168,0.013,-0.002,0.44,0.286,0.271,0
0.321,-157.835,8.263,327.414,133.909,266.148,2.488,7944.971,-0.086,0.375,0.234,0.164,0.46,0.319,0.25,1
-0.363,11.763,1.595,97.26,3.576,289.146,7.421,4810.156,-0.316,0.129,-0.036,-0.035,0.445,0.281,0.281,0
-0.194,-171.019,0.656,198.363,92.316,-295.174,8.503,4649.146,-0.557,-0.098,-0.318,-0.261,0.459,0.24,0.296,0
0.112,39.25,6.401,329.526,14.261,256.493,2.5,6161.448,0.077,0.539,0.431,0.309,0.462,0.353,0.232,1
-0.468,40.813,4.75,132.169,-23.793,263.739,3.292,9361.284,-0.072,0.387,0.242,0.181,0.459,0.314,0.254,1
-0.239,10.519,5.046,304.815,-40.116,-255.347,11.737,4517.169,-1.582,-1.086,-1.228,-1.26,0.495,0.354,0.321,0
0.311,-70.48,3.963,334.955,-45.497,254.291,3.427,5264.495,0.032,0.489,0.364,0.273,0.457,0.332,0.24,0
-0.41,43.359,0.272,93.549,6.715,-207.456,8.011,4737.311,-0.47,-0.037,-0.237,-0.2,0.433,0.233,0.27,0
0.076,234.873,0.452,182.467,87.88,-212.787,10.358,5216.728,-0.767,-0.276,-0.585,-0.446,0.49,0.182,0.321,0
0.329,-157.803,1.342,13.86,-368.35,279.924,7.099,5073.12,-0.273,0.173,0.012,0.006,0.446,0.285,0.278,1
0.323,-101.471,8.744,93.895,11.84,249.466,3.735,5375.491,-0.078,0.38,0.234,0.178,0.458,0.312,0.256,1
-0.088,-116.386,0.448,224.842,60.696,-21.585,5.465,5779.285,-0.042,0.391,0.317,0.188,0.433,0.359,0.23,0
0.239,-102.818,1.791,48.217,-86.064,231.587,1.937,7658.5,0.13,0.596,0.497,0.356,0.466,0.367,0.226,0
-0.07,165.298,2.185,185.72,147.412,115.113,9.425,5564.086,-0.486,-0.01,-0.201,-0.171,0.476,0.285,0.315,0
-0.164,2.995,1.225,348.107,-2.908,336.621,7.257,5138.551,-0.251,0.194,0.064,0.027,0.445,0.315,0.278,0
0.307,-47.47,0.885,273.473,-257.115,45.222,6.175,5416.258,-0.19,0.268,0.106,0.091,0.457,0.296,0.281,0
0.05,86.152,1.427,170.362,-32.431,383.778,2.393,5252.63,0.043,0.507,0.389,0.281,0.464,0.346,0.238,1
-0.38,97.782,0.189,94.436,-32.789,212.259,7.248,5016.583,-0.279,0.168,0.056,0.0,0.446,0.335,0.279,0
-0.018,77.178,0.197,180.822,7.375,-111.544,1.5,5263.501,0.284,0.689,0.649,0.426,0.405,0.365,0.142,0
-0.079,35.923,0.736,349.991,153.094,15.764,7.517,5011.557,-0.272,0.104,0.033,-0.057,0.375,0.305,0.215,0
0.019,8.315,0.185,174.525,98.279,130.455,0.537,9431.898,0.361,0.8,0.783,0.519,0.438,0.422,0.158,0
-0.28,-150.17,0.151,293.951,31.336,287.25,11.753,5565.49,-1.485,-1.003,-1.279,-1.178,0.482,0.206,0.308,0
0.21,-121.024,1.504,165.982,95.783,203.35,6.431,4451.724,-0.326,0.118,-0.025,-0.053,0.444,0.301,0.274,0
0.388,45.422,1.87,326.132,26.369,-272.989,8.99,4894.495,-0.545,-0.091,-0.324,-0.255,0.454,0.221,0.29,0
0.22,12.888,2.135,218.807,-166.933,222.969,1.697,11765.72,0.151,0.615,0.524,0.371,0.464,0.373,0.22,0
0.018,91.52,2.782,8.008,-126.868,307.86,4.048,4642.65,-0.12,0.338,0.203,0.138,0.458,0.323,0.258,1
-0.454,-93.817,2.293,212.183,156.777,-65.84,8.936,4577.713,-0.698,-0.216,-0.443,-0.38,0.482,0.254,0.318,1
-0.181,35.594,1.852,235.791,-83.351,279.937,0.681,6224.898,0.223,0.686,0.63,0.424,0.462,0.406,0.2,0
0.024,160.555,5.063,71.293,-201.315,109.108,2.771,7083.455,0.126,0.583,0.491,0.347,0.457,0.365,0.221,1
-0.079,113.556,6.725,83.293,7.573,235.669,5.633,5757.567,-0.363,0.084,-0.08,-0.091,0.448,0.283,0.273,0
-0.099,-20.57,3.007,173.723,98.691,256.349,1.262,10778.654,0.153,0.608,0.526,0.361,0.455,0.373,0.208,0
-0.269,5.535,2.395,102.446,-137.653,236.762,6.431,4637.903,-0.309,0.124,-0.032,-0.045,0.433,0.277,0.263,0
0.156,48.784,0.925,303.436,-384.048,18.476,8.88,4695.702,-0.494,-0.087,-0.277,-0.249,0.407,0.217,0.246,1
-0.195,-62.234,6.695,86.333,71.48,226.946,1.556,7415.965,0.003,0.476,0.348,0.25,0.473,0.345,0.248,0
-0.11,-20.862,3.113,294.623,52.064,265.752,2.753,4588.772,0.047,0.508,0.392,0.283,0.461,0.345,0.236,0
0.421,87.502,4.646,321.856,89.031,42.98,8.222,4550.837,-0.525,-0.046,-0.288,-0.21,0.479,0.237,0.314,1
-0.082,-151.438,0.177,50.17,117.521,221.645,5.666,4915.289,-0.066,0.394,0.247,0.207,0.46,0.313,0.273,0
-0.153,-23.47,3.795,251.608,-88.406,150.389,1.888,11203.857,0.152,0.616,0.524,0.373,0.464,0.371,0.22,0
-0.056,33.629,6.104,159.647,-155.041,198.916,3.22,4500.801,-0.068,0.381,0.25,0.171,0.449,0.318,0.239,0
-0.018,-74.678,7.573,130.915,-44.247,235.318,1.142,12389.082,0.03,0.497,0.377,0.266,0.467,0.347,0.236,0
-0.332,-24.212,3.9,148.647,47.287,249.342,1.026,8977.863,0.095,0.565,0.464,0.324,0.47,0.369,0.229,0
0.43,-13.922,4.735,156.502,-37.047,300.537,5.329,6081.678,-0.164,0.286,0.121,0.102,0.45,0.285,0.266,1
-0.29,130.485,0.989,132.426,14.33,162.046,6.19,4999.614,-0.204,0.24,0.098,0.064,0.445,0.302,0.269,0
-0.333,-122.696,1.242,214.1,61.115,-59.411,10.434,4858.561,-0.806,-0.305,-0.595,-0.474,0.501,0.211,0.331,0
-0.277,-102.755,0.307,230.488,-37.657,204.301,6.313,6612.964,-0.121,0.325,0.221,0.141,0.446,0.343,0.262,0
0.267,-154.629,0.826,81.867,217.841,-52.473,9.859,4797.105,-0.573,-0.1,-0.336,-0.263,0.474,0.237,0.31,0
-0.077,39.366,4.826,305.4,-23.332,299.5,3.626,8827.355,0.016,0.482,0.265,0.285,0.466,0.249,0.269,0
-0.104,-24.08,0.503,236.773,110.479,-105.956,8.49,5391.052,-0.483,-0.024,-0.232,-0.187,0.459,0.251,0.296,0
-0.042,-188.54,0.65,164.774,-86.05,175.186,9.421,5113.174,-0.491,-0.012,-0.253,-0.176,0.479,0.239,0.315,0
0.218,118.439,1.387,88.686,-56.785,177.491,8.081,6477.089,-0.534,-0.114,-0.239,-0.273,0.42,0.295,0.261,0
0.119,147.46,0.645,179.536,59.754,168.685,6.302,5362.911,-0.2,0.261,0.108,0.084,0.461,0.308,0.284,0
0.309,-4.457,9.12,140.383,-102.39,149.455,5.091,6838.96,-0.177,0.277,0.129,0.091,0.453,0.306,0.267,1
0.313,-215.922,0.878,47.53,73.172,210.739,10.187,5343.144,-0.713,-0.254,-0.508,-0.421,0.459,0.205,0.292,0
0.008,-54.996,2.554,87.393,-114.12,171.687,1.794,5952.406,0.147,0.612,0.523,0.368,0.465,0.377,0.221,0
0.07,-125.414,0.952,264.086,-266.461,185.906,7.69,4711.019,-0.479,-0.035,-0.194,-0.197,0.444,0.285,0.282,0
-0.43,32.74,1.733,177.959,-24.741,174.28,1.908,6908.552,0.162,0.631,0.551,0.382,0.469,0.389,0.22,0
0.347,-250.863,0.451,278.572,86.423,-34.147,8.394,5070.22,-0.481,-0.008,-0.189,-0.17,0.473,0.292,0.311,0
0.277,170.86,2.548,100.171,-119.591,-110.463,10.966,4899.664,-1.438,-0.983,-1.289,-1.158,0.454,0.148,0.28,0
-0.001,66.872,4.713,274.936,-198.19,191.023,3.755,6613.842,-0.077,0.376,0.229,0.175,0.454,0.307,0.252,1
0.42,-27.051,1.149,35.581,-185.156,183.559,4.167,7687.378,0.002,0.446,0.322,0.238,0.445,0.32,0.236,0
-0.161,-8.817,2.823,335.265,-78.626,254.69,0.022,7578.039,0.235,0.694,0.645,0.428,0.459,0.41,0.193,0
0.099,-161.801,0.474,219.999,14.019,151.878,7.149,4935.953,-0.228,0.236,0.121,0.065,0.463,0.349,0.293,0
0.244,-14.076,1.225,18.313,133.979,90.67,8.182,5588.098,-0.441,0.009,-0.13,-0.151,0.45,0.311,0.29,0
-0.315,21.387,1.258,219.934,140.801,257.217,2.926,5378.647,0.067,0.526,0.421,0.298,0.459,0.354,0.231,0
0.104,-138.955,1.565,168.642,-121.549,95.528,4.092,5612.412,0.04,0.499,0.386,0.282,0.459,0.347,0.242,0
0.335,4.947,5.069,338.053,-88.684,128.676,2.91,10879.019,0.129,0.581,0.486,0.348,0.453,0.357,0.22,1
-0.064,8.734,6.721,42.7,32.564,277.475,0.747,7847.535,0.051,0.525,0.411,0.289,0.474,0.36,0.237,1
-0.282,27.395,2.377,263.502,74.508,-378.909,8.07,5689.573,-0.574,-0.118,-0.276,-0.279,0.456,0.297,0.295,0
0.4,-70.21,0.645,175.886,-94.938,11.134,6.61,4921.01,-0.156,0.283,0.158,0.108,0.439,0.314,0.264,0
-0.194,-144.818,3.124,133.222,271.138,74.772,8.717,5070.496,-0.487,-0.045,-0.289,-0.209,0.442,0.198,0.277,0
0.21,83.04,7.141,5.139,-11.874,207.067,2.467,7033.27,0.087,0.55,0.445,0.317,0.462,0.358,0.23,1
-0.182,21.823,2.175,12.481,39.634,213.541,1.683,9495.854,0.146,0.616,0.521,0.372,0.47,0.375,0.226,0
-0.093,245.801,1.003,184.955,-57.351,98.64,8.562,5876.681,-0.473,0.0,-0.192,-0.162,0.474,0.282,0.312,0
-0.465,-21.024,7.577,18.454,-9.862,227.802,1.562,11723.537,0.03,0.5,0.374,0.273,0.47,0.344,0.242,0
0.199,23.636,7.055,357.41,-172.054,133.501,2.795,7668.118,-0.035,0.415,0.308,0.193,0.45,0.343,0.228,0
0.103,70.207,1.429,242.235,31.349,192.178,4.968,6541.804,0.075,0.518,0.45,0.297,0.443,0.375,0.222,0
-0.027,22.08,3.756,209.581,42.744,282.974,0.034,6170.227,0.218,0.68,0.618,0.419,0.462,0.4,0.201,0
0.2,104.418,0.596,283.252,-227.152,235.927,7.986,5021.155,-0.493,0.008,-0.257,-0.158,0.501,0.237,0.336,0
0.268,-16.54,4.791,9.123,-76.324,160.448,1.244,11188.213,0.163,0.629,0.539,0.382,0.466,0.376,0.219,1
-0.407,47.05,1.057,170.312,32.012,7.426,5.662,6209.295,-0.02,0.455,0.316,0.261,0.476,0.337,0.281,0
0.425,145.979,0.515,250.434,7.127,90.2,7.087,4148.047,-0.246,0.194,0.051,0.026,0.44,0.297,0.272,0
-0.315,176.429,0.316,142.487,-326.993,-194.999,8.854,4818.149,-0.626,-0.15,-0.404,-0.315,0.476,0.222,0.311,0
0.257,11.301,0.217,246.045,398.178,85.773,6.301,5670.935,-0.2,0.247,0.115,0.069,0.447,0.315,0.269,0
-0.243,-3.547,4.757,97.029,16.733,140.633,3.617,6265.494,-0.018,0.426,0.286,0.219,0.444,0.304,0.237,1
0.247,31.773,8.756,348.901,100.739,255.649,1.093,6352.652,0.089,0.556,0.447,0.318,0.466,0.358,0.229,1
-0.048,-4.879,0.911,292.267,-100.466,85.078,0.774,8942.771,0.274,0.723,0.682,0.455,0.449,0.407,0.18,0
-0.23,-536.029,0.336,51.114,295.755,67.189,9.278,5102.899,-0.957,-0.487,-0.753,-0.657,0.471,0.204,0.301,1
0.001,-3.358,4.179,354.772,-160.53,-74.97,8.348,4598.159,-0.606,-0.14,-0.37,-0.303,0.467,0.236,0.303,0
0.075,-29.473,2.081,170.978,14.42,291.053,0.239,9243.206,0.212,0.671,0.608,0.41,0.458,0.396,0.198,0
-0.078,10.738,1.194,333.62,66.296,270.065,0.81,6570.044,0.265,0.717,0.67,0.451,0.452,0.405,0.186,0
-0.357,38.924,0.559,242.784,-82.754,226.807,5.455,5636.533,-0.098,0.345,0.188,0.16,0.443,0.286,0.257,0
-0.041,-47.798,0.554,209.052,116.561,164.838,4.673,5408.288,0.125,0.562,0.495,0.333,0.437,0.369,0.208,0
-0.16,-55.949,6.649,309.706,229.893,165.795,4.777,7572.163,-0.232,0.198,0.022,0.015,0.43,0.253,0.247,1
0.11,-69.975,0.696,87.308,-246.479,231.861,10.595,4805.471,-0.853,-0.385,-0.571,-0.55,0.468,0.282,0.303,0
-0.026,6.948,6.464,194.568,65.274,151.424,1.324,6579.338,0.123,0.59,0.495,0.347,0.467,0.372,0.224,0
-0.091,15.445,0.626,305.058,-117.652,102.37,5.949,5791.251,-0.117,0.327,0.2,0.143,0.444,0.317,0.261,0
-0.276,6.197,4.003,165.757,26.471,283.743,1.315,10418.462,0.113,0.583,0.486,0.341,0.469,0.372,0.227,0
0.195,-32.893,4.557,347.334,-188.994,221.836,2.664,6196.361,-0.035,0.427,0.303,0.208,0.461,0.338,0.242,1
-0.244,75.51,4.289,286.826,-37.584,280.453,3.59,11299.713,0.037,0.481,0.366,0.265,0.444,0.329,0.228,0
-0.023,69.133,0.842,39.515,-96.077,-67.786,7.784,5768.749,-0.451,-0.018,-0.149,-0.178,0.433,0.302,0.273,0
-0.04,-13.338,1.897,192.807,13.957,219.303,5.541,4934.47,-0.109,0.344,0.193,0.157,0.452,0.302,0.266,0
0.081,7.842,0.223,17.629,-166.346,111.459,1.84,7732.343,0.234,0.685,0.596,0.438,0.452,0.362,0.204,0
-0.034,0.432,2.171,84.464,35.952,233.937,0.394,6420.088,0.258,0.71,0.664,0.443,0.452,0.406,0.186,0
-0.242,14.168,1.102,104.676,102.135,181.06,4.127,4945.232,0.047,0.503,0.385,0.288,0.456,0.338,0.241,0
0.051,45.726,0.7,293.52,92.036,62.257,2.35,5334.233,0.162,0.621,0.539,0.376,0.459,0.377,0.214,0
-0.094,-44.772,0.662,40.243,-249.445,18.66,7.686,4697.318,-0.367,0.092,-0.034,-0.07,0.46,0.333,0.297,0
0.312,-67.262,7.161,260.869,-73.199,248.685,2.97,7887.727,-0.158,0.301,0.144,0.1,0.459,0.303,0.259,1
-0.429,65.302,0.877,341.952,-148.443,106.507,6.473,4815.383,-0.144,0.295,0.157,0.119,0.439,0.301,0.263,0
-0.155,96.761,0.809,63.296,15.03,135.33,2.984,5562.164,0.205,0.652,0.578,0.41,0.447,0.372,0.204,0
-0.39,-83.547,3.058,153.263,-109.342,183.867,2.072,7882.028,0.129,0.593,0.503,0.35,0.464,0.374,0.221,0
0.107,-61.776,1.05,45.187,-33.02,290.087,6.732,5039.648,-0.28,0.158,-0.006,-0.011,0.439,0.275,0.27,0
-0.434,24.218,8.426,167.045,-87.474,196.035,2.043,5810.261,0.003,0.471,0.35,0.247,0.468,0.347,0.244,1
-0.226,168.014,0.436,297.736,34.914,376.706,9.83,4967.606,-0.655,-0.174,-0.436,-0.339,0.481,0.219,0.316,0
-0.056,7.859,0.354,118.665,166.581,130.102,2.335,4566.045,0.149,0.614,0.526,0.371,0.465,0.377,0.222,0
0.08,-136.557,4.262,293.603,-8.314,84.925,9.035,5082.538,-0.612,-0.159,-0.404,-0.325,0.453,0.208,0.287,0
0.252,-349.139,0.323,23.217,-334.993,147.32,7.778,4945.262,-0.387,0.069,-0.042,-0.091,0.456,0.345,0.295,1
0.114,6.088,1.696,101.842,-27.201,446.182,3.631,4780.893,-0.209,0.246,0.083,0.052,0.455,0.292,0.261,1
-0.293,-32.482,9.17,94.873,50.673,159.953,5.421,5325.985,-0.153,0.298,0.125,0.116,0.451,0.278,0.269,0
0.169,141.589,1.168,287.327,13.365,253.58,5.157,7203.631,-0.025,0.415,0.295,0.219,0.44,0.32,0.244,0
-0.313,30.811,6.473,113.814,-127.326,279.17,1.863,5954.098,0.03,0.504,0.37,0.28,0.474,0.34,0.249,0
-0.039,-38.511,0.299,320.555,-23.039,215.186,5.666,5824.16,-0.133,0.33,0.199,0.141,0.463,0.331,0.274,0
0.02,75.926,7.053,304.07,-44.531,272.533,2.536,7402.174,-0.061,0.4,0.253,0.189,0.461,0.313,0.25,1
-0.076,21.832,4.852,115.509,88.289,287.909,0.939,5348.649,0.162,0.629,0.552,0.377,0.467,0.39,0.215,0
0.293,-23.294,1.812,231.369,50.437,208.676,4.303,9350.422,0.098,0.538,0.438,0.319,0.44,0.34,0.221,0
0.286,190.337,0.42,75.325,49.906,93.098,8.489,4890.861,-0.467,-0.044,-0.226,-0.205,0.423,0.241,0.262,0
-0.106,87.777,1.878,268.023,-22.64,-53.858,7.605,4919.576,-0.402,0.041,-0.134,-0.122,0.443,0.268,0.28,0
-0.325,-103.261,1.698,23.648,-189.055,-97.427,7.949,5451.418,-0.458,-0.003,-0.151,-0.164,0.454,0.307,0.294,0
-0.241,28.778,1.585,255.079,-76.173,-72.76,6.563,4636.703,-0.213,0.253,0.052,0.081,0.466,0.265,0.295,0
0.134,4.327,0.392,224.871,128.634,138.293,2.818,4050.967,0.148,0.611,0.506,0.378,0.463,0.358,0.23,0
-0.14,-6.584,0.273,148.631,196.367,-35.293,4.228,6020.73,0.113,0.548,0.466,0.323,0.434,0.352,0.209,0
-0.062,-77.128,4.926,287.968,37.959,139.309,5.045,6873.811,-0.118,0.328,0.181,0.139,0.446,0.299,0.257,0
0.036,-23.098,0.507,136.637,-46.674,-37.559,8.986,4469.475,-0.507,-0.04,-0.227,-0.201,0.467,0.28,0.306,0
0.206,57.943,6.587,313.381,123.035,166.82,2.146,6779.927,-0.03,0.436,0.3,0.219,0.466,0.331,0.249,0
-0.106,-39.788,5.397,210.054,-82.014,134.305,1.188,5962.094,0.091,0.558,0.453,0.32,0.467,0.362,0.229,0
0.257,4.406,1.448,202.795,20.681,229.017,4.424,6636.845,0.087,0.531,0.431,0.313,0.444,0.344,0.226,0
-0.316,153.842,0.222,234.669,60.164,223.927,7.974,5748.564,-0.495,-0.005,-0.266,-0.17,0.49,0.229,0.324,0
0.156,232.04,0.265,19.686,194.093,74.146,8.011,5344.452,-0.421,-0.032,-0.203,-0.194,0.389,0.218,0.228,0
0.069,45.186,1.747,26.063,144.974,368.883,5.661,5405.002,-0.263,0.178,0.023,0.001,0.442,0.286,0.264,1
-0.385,38.635,2.055,95.215,127.587,22.111,8.145,5182.186,-0.545,-0.106,-0.318,-0.269,0.439,0.227,0.275,0
0.199,76.872,0.835,307.704,-4.53,284.901,5.693,5459.615,-0.1,0.337,0.236,0.148,0.437,0.336,0.248,0
-0.058,7.227,1.809,69.801,22.139,15.458,7.414,13024.659,-0.194,0.284,0.28,0.111,0.478,0.474,0.305,0
0.073,-205.953,0.384,310.253,-143.294,-267.631,8.009,5656.648,-0.494,-0.084,-0.263,-0.246,0.41,0.231,0.248,0
0.102,-240.418,2.899,3.717,-209.247,-113.164,8.172,5034.176,-0.526,-0.058,-0.263,-0.22,0.468,0.263,0.306,0
-0.065,-39.126,7.43,151.142,109.942,102.556,5.508,5329.023,-0.19,0.263,0.089,0.083,0.453,0.28,0.273,0
0.211,-294.303,0.354,30.907,138.591,319.832,9.282,5056.537,-0.5,-0.035,-0.224,-0.196,0.465,0.276,0.304,0
